               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.031978,            0.016498,            0.049608,             0.48396,             0.44315,             0.45058,             0.24815,            0.023267,           0.0051872,            0.037653,           0.0084786,           0.0084786,           0.0084786
                 160,            0.033958,            0.016326,            0.050593,             0.48038,             0.43304,             0.44095,             0.25062,            0.021473,           0.0051326,            0.036675,           0.0084606,           0.0084606,           0.0084606
                 161,            0.032917,            0.016726,            0.051031,             0.35879,             0.43939,             0.44213,             0.24832,            0.023103,           0.0052629,            0.034037,           0.0084426,           0.0084426,           0.0084426
                 162,            0.031825,            0.016314,            0.049052,             0.44815,              0.3939,             0.43479,             0.22765,            0.024812,           0.0050052,              0.0376,           0.0084245,           0.0084245,           0.0084245
                 163,            0.031864,            0.015707,            0.048418,             0.34265,             0.52714,             0.47607,             0.26887,            0.023637,            0.004955,            0.035432,           0.0084062,           0.0084062,           0.0084062
                 164,             0.03334,            0.016627,            0.050132,             0.36988,             0.49335,             0.47317,             0.26424,            0.022725,           0.0049804,            0.037092,            0.008388,            0.008388,            0.008388
                 165,            0.031465,            0.016057,            0.049377,             0.33807,             0.50099,             0.48994,             0.28288,            0.021735,            0.005083,            0.035873,           0.0083696,           0.0083696,           0.0083696
                 166,            0.032381,            0.016148,            0.049426,             0.24407,             0.65751,             0.45544,             0.24481,            0.022135,           0.0050363,            0.035847,           0.0083511,           0.0083511,           0.0083511
                 167,            0.033206,            0.015876,            0.049272,             0.36869,              0.4895,             0.46336,             0.25361,            0.022014,           0.0048835,            0.034728,           0.0083326,           0.0083326,           0.0083326
                 168,            0.032768,             0.01616,             0.04986,             0.34143,             0.49162,               0.488,             0.27559,            0.022346,           0.0049467,            0.035306,            0.008314,            0.008314,            0.008314
                 169,            0.033672,            0.015832,            0.048603,             0.36676,             0.48253,             0.50539,             0.28664,            0.021109,           0.0048307,            0.035373,           0.0082953,           0.0082953,           0.0082953
                 170,            0.032893,            0.016582,            0.046699,             0.38949,             0.49342,              0.4824,             0.27273,             0.02167,            0.004929,            0.033649,           0.0082766,           0.0082766,           0.0082766
                 171,            0.032938,            0.015914,            0.052252,             0.41805,             0.45814,             0.48462,             0.25628,            0.022289,            0.005004,            0.033745,           0.0082578,           0.0082578,           0.0082578
                 172,            0.031216,            0.016067,            0.048909,             0.40525,             0.45571,              0.4692,             0.25833,            0.021649,           0.0049922,            0.036375,           0.0082389,           0.0082389,           0.0082389
                 173,            0.033169,            0.016462,            0.051171,             0.34178,             0.51228,             0.45251,             0.24748,            0.022688,           0.0051129,            0.038008,           0.0082199,           0.0082199,           0.0082199
                 174,            0.032176,            0.015929,             0.04912,             0.33687,             0.55258,             0.48959,             0.27197,            0.022106,           0.0050747,            0.036355,           0.0082009,           0.0082009,           0.0082009
                 175,             0.03238,            0.016249,            0.050085,             0.33499,             0.57045,             0.49907,             0.27904,            0.022814,           0.0049346,            0.037659,           0.0081817,           0.0081817,           0.0081817
                 176,            0.032904,            0.016056,            0.046209,             0.38662,             0.47064,             0.48793,              0.2668,            0.021317,           0.0049169,            0.041345,           0.0081626,           0.0081626,           0.0081626
                 177,            0.032085,             0.01613,            0.049018,             0.35494,             0.50703,             0.49907,             0.27388,            0.022233,           0.0048794,             0.04087,           0.0081433,           0.0081433,           0.0081433
                 178,            0.032566,            0.016142,            0.049627,             0.36647,             0.46963,             0.45806,             0.25534,            0.021914,           0.0049746,            0.037904,            0.008124,            0.008124,            0.008124
                 179,             0.03141,            0.015882,            0.048339,             0.38071,             0.48257,             0.44453,             0.24596,            0.023084,           0.0051115,            0.040064,           0.0081046,           0.0081046,           0.0081046
                 180,            0.033212,            0.015984,            0.049533,             0.35301,             0.49956,              0.4526,             0.24568,            0.021719,           0.0050136,            0.038723,           0.0080851,           0.0080851,           0.0080851
                 181,            0.032044,            0.015943,            0.046011,             0.34758,             0.53383,             0.47578,             0.26356,            0.023259,           0.0049849,            0.040623,           0.0080656,           0.0080656,           0.0080656
                 182,            0.032864,            0.015908,            0.049995,             0.47985,             0.40862,             0.45784,             0.25569,            0.023131,             0.00529,            0.042187,            0.008046,            0.008046,            0.008046
                 183,            0.032627,            0.015899,            0.047068,             0.29067,             0.63385,             0.47709,             0.26205,            0.022136,           0.0050555,            0.038304,           0.0080263,           0.0080263,           0.0080263
                 184,            0.032178,            0.015933,            0.044857,             0.40633,             0.52199,             0.50211,             0.28543,            0.021946,           0.0049293,             0.03879,           0.0080066,           0.0080066,           0.0080066
                 185,            0.032207,             0.01605,            0.045731,             0.56471,             0.41453,             0.51906,             0.29286,            0.022496,            0.004811,            0.036165,           0.0079868,           0.0079868,           0.0079868
                 186,            0.033814,            0.016313,            0.045177,             0.41399,             0.47117,              0.4925,              0.2704,            0.021872,           0.0049957,            0.037825,           0.0079669,           0.0079669,           0.0079669
                 187,            0.035242,            0.016188,            0.046037,             0.38175,             0.49965,              0.4956,             0.27492,            0.022828,           0.0050194,            0.037073,            0.007947,            0.007947,            0.007947
                 188,            0.033371,            0.015763,            0.046771,             0.38613,             0.46727,             0.50436,             0.28461,            0.022618,           0.0050015,            0.037386,            0.007927,            0.007927,            0.007927
                 189,            0.032799,            0.015859,            0.043134,             0.46084,             0.46831,             0.52069,             0.30948,            0.021184,           0.0049815,            0.037739,            0.007907,            0.007907,            0.007907
                 190,            0.032051,            0.015804,            0.044913,             0.36654,             0.55549,             0.50689,             0.28074,            0.021363,           0.0049783,            0.035669,           0.0078868,           0.0078868,           0.0078868
                 191,            0.031136,            0.015445,             0.04544,             0.32893,             0.58146,             0.51833,             0.28571,            0.021231,           0.0049578,            0.033454,           0.0078667,           0.0078667,           0.0078667
                 192,            0.033402,            0.015686,            0.043607,             0.32459,             0.62749,             0.52963,             0.29397,            0.022168,           0.0049598,            0.039192,           0.0078464,           0.0078464,           0.0078464
                 193,            0.030969,            0.015893,            0.044008,             0.36923,             0.53284,             0.52582,             0.30085,            0.021894,           0.0049293,             0.03698,           0.0078261,           0.0078261,           0.0078261
                 194,            0.034558,            0.016015,            0.044689,              0.3364,             0.59754,             0.51873,             0.29016,            0.022163,           0.0048965,            0.036717,           0.0078058,           0.0078058,           0.0078058
                 195,            0.032626,            0.016081,            0.043356,             0.39208,             0.54145,             0.53337,             0.29315,            0.022219,           0.0049375,            0.033441,           0.0077854,           0.0077854,           0.0077854
                 196,            0.032845,            0.015688,            0.043481,              0.3314,             0.61489,              0.5344,             0.30052,            0.022016,           0.0049382,            0.034011,           0.0077649,           0.0077649,           0.0077649
                 197,              0.0331,            0.016159,             0.04336,             0.30609,             0.63996,             0.50548,             0.27886,            0.021707,           0.0049324,            0.035024,           0.0077444,           0.0077444,           0.0077444
                 198,            0.031901,             0.01583,            0.044171,             0.36745,              0.6139,             0.52195,             0.27871,            0.023153,           0.0048841,             0.03503,           0.0077238,           0.0077238,           0.0077238
                 199,            0.032064,            0.015768,             0.04403,             0.41412,             0.54497,             0.50109,             0.27145,            0.023581,           0.0049337,            0.035975,           0.0077031,           0.0077031,           0.0077031
                 200,             0.03313,            0.015779,            0.044829,             0.43369,             0.52761,             0.51068,             0.28405,            0.022418,           0.0049385,            0.036645,           0.0076824,           0.0076824,           0.0076824
                 201,            0.031734,            0.015941,            0.042337,             0.42329,             0.56297,             0.54495,             0.30769,            0.022077,           0.0049766,            0.033279,           0.0076617,           0.0076617,           0.0076617
                 202,            0.033051,            0.015904,             0.04243,             0.39963,             0.60987,             0.54735,             0.30439,            0.022103,           0.0050085,            0.034964,           0.0076408,           0.0076408,           0.0076408
                 203,            0.032659,            0.015884,            0.041202,             0.41469,             0.58675,             0.56058,              0.3242,            0.022824,           0.0049903,            0.033106,             0.00762,             0.00762,             0.00762
                 204,            0.033198,             0.01532,            0.046059,             0.50207,             0.50198,             0.54972,             0.31282,             0.02253,           0.0050164,            0.033856,           0.0075991,           0.0075991,           0.0075991
                 205,            0.031758,            0.015628,            0.045316,             0.41664,              0.5137,             0.51442,             0.29459,            0.021855,           0.0049625,            0.034229,           0.0075781,           0.0075781,           0.0075781
                 206,            0.032006,            0.015552,            0.042635,             0.34823,             0.61443,             0.51673,             0.29099,            0.022104,            0.004878,            0.030478,           0.0075571,           0.0075571,           0.0075571
                 207,            0.031336,            0.015521,            0.042941,             0.40613,             0.56257,             0.55655,             0.31638,            0.021506,           0.0048187,            0.029663,            0.007536,            0.007536,            0.007536
                 208,            0.031053,            0.015635,             0.04504,             0.33989,             0.68379,             0.55511,             0.31141,            0.021133,           0.0048553,            0.031624,           0.0075149,           0.0075149,           0.0075149
                 209,            0.031778,            0.015835,             0.04625,             0.37416,             0.62501,             0.52776,             0.28687,            0.021733,           0.0048845,            0.031693,           0.0074937,           0.0074937,           0.0074937
                 210,            0.033051,            0.016064,            0.044552,             0.42088,             0.58295,             0.54745,             0.30879,            0.021801,           0.0048717,            0.031601,           0.0074725,           0.0074725,           0.0074725
                 211,            0.031449,            0.015841,            0.042519,             0.46024,             0.52033,             0.54918,             0.30786,            0.021843,           0.0049417,            0.031347,           0.0074512,           0.0074512,           0.0074512
                 212,            0.031374,            0.015589,            0.043755,             0.39952,             0.59588,             0.53168,             0.29222,            0.022243,           0.0049272,            0.033007,           0.0074299,           0.0074299,           0.0074299
                 213,            0.031533,            0.015308,            0.042514,             0.39626,             0.58464,             0.52712,             0.29798,            0.021939,           0.0048918,            0.033937,           0.0074086,           0.0074086,           0.0074086
                 214,             0.03221,            0.015638,             0.04473,             0.44898,             0.56305,             0.54649,             0.31412,              0.0218,           0.0048952,            0.034683,           0.0073871,           0.0073871,           0.0073871
                 215,            0.030921,            0.015608,            0.044473,             0.42891,             0.57362,             0.54221,             0.30682,            0.022706,           0.0048932,            0.033142,           0.0073657,           0.0073657,           0.0073657
                 216,            0.031778,             0.01544,            0.043207,             0.39634,             0.58969,             0.56461,             0.31234,            0.022545,           0.0048939,            0.032346,           0.0073442,           0.0073442,           0.0073442
                 217,            0.031959,            0.015384,            0.040604,             0.41887,             0.55341,             0.54236,             0.29593,            0.022153,           0.0049563,            0.033218,           0.0073227,           0.0073227,           0.0073227
                 218,            0.032029,            0.015529,            0.041182,              0.3855,             0.57628,              0.5326,             0.28947,            0.022418,           0.0049794,            0.033093,           0.0073011,           0.0073011,           0.0073011
                 219,            0.030354,            0.015445,            0.041902,             0.49219,             0.51708,             0.53361,             0.29062,            0.022702,           0.0048771,            0.035869,           0.0072794,           0.0072794,           0.0072794
                 220,            0.033578,            0.015915,            0.041625,             0.47958,             0.53596,             0.53902,             0.30842,             0.02354,           0.0048726,            0.035979,           0.0072578,           0.0072578,           0.0072578
                 221,            0.032343,            0.015595,            0.038524,              0.4179,             0.60986,             0.51754,             0.28986,            0.023587,           0.0048279,            0.036864,           0.0072361,           0.0072361,           0.0072361
                 222,            0.032426,            0.015729,             0.04065,              0.4001,             0.60193,             0.51333,             0.28491,            0.022677,           0.0049105,             0.03793,           0.0072143,           0.0072143,           0.0072143
                 223,            0.032141,            0.015752,            0.039791,             0.43754,             0.58111,             0.53592,             0.29714,            0.023026,           0.0049069,            0.034626,           0.0071925,           0.0071925,           0.0071925
                 224,            0.031933,            0.015739,             0.04405,              0.4166,               0.591,             0.54719,             0.30366,            0.023056,           0.0049286,            0.034811,           0.0071707,           0.0071707,           0.0071707
                 225,            0.030854,            0.015532,            0.041674,             0.41609,             0.61359,             0.55813,             0.31799,             0.02312,           0.0049101,            0.034003,           0.0071488,           0.0071488,           0.0071488
                 226,            0.031002,            0.015517,            0.041687,              0.4921,               0.517,             0.55923,             0.31203,            0.023531,           0.0049087,            0.034222,           0.0071269,           0.0071269,           0.0071269
                 227,            0.031918,            0.015684,             0.04046,             0.47462,             0.50216,             0.54458,             0.31092,            0.023061,           0.0048568,            0.034649,            0.007105,            0.007105,            0.007105
                 228,            0.031061,            0.015531,            0.039586,             0.36418,             0.65031,             0.54749,             0.31228,            0.022649,           0.0047881,             0.03398,            0.007083,            0.007083,            0.007083
                 229,            0.033498,            0.015539,            0.041605,             0.36696,             0.60197,             0.53424,             0.30373,            0.022634,           0.0048326,            0.033465,            0.007061,            0.007061,            0.007061
                 230,            0.033287,            0.015739,            0.041288,             0.39761,             0.66879,             0.55612,              0.3149,            0.022538,           0.0048206,            0.033787,            0.007039,            0.007039,            0.007039
                 231,            0.030613,            0.015653,            0.040776,             0.40461,             0.62906,              0.5571,             0.31386,            0.022805,           0.0047929,            0.034304,           0.0070169,           0.0070169,           0.0070169
                 232,            0.031528,            0.015489,            0.040829,             0.50893,             0.53117,             0.57274,             0.32392,            0.023371,           0.0048411,            0.035476,           0.0069948,           0.0069948,           0.0069948
                 233,            0.031464,            0.015176,            0.038806,             0.59229,             0.51234,             0.56288,             0.31866,            0.022899,           0.0048412,            0.035045,           0.0069726,           0.0069726,           0.0069726
                 234,            0.031338,            0.015586,            0.042628,             0.39873,             0.63227,              0.5608,             0.31963,            0.022207,           0.0048801,            0.034726,           0.0069504,           0.0069504,           0.0069504
                 235,            0.030601,            0.015505,            0.041831,             0.40945,             0.59899,              0.5604,             0.31855,            0.021976,           0.0048227,            0.032601,           0.0069282,           0.0069282,           0.0069282
                 236,            0.031292,            0.015223,            0.039112,             0.41713,             0.66831,             0.58414,             0.33366,            0.021511,           0.0048425,            0.032698,            0.006906,            0.006906,            0.006906
                 237,             0.03223,            0.015821,            0.041633,             0.42545,             0.64153,             0.55533,             0.31893,            0.020766,           0.0048398,            0.034061,           0.0068837,           0.0068837,           0.0068837
                 238,            0.031825,            0.015708,            0.040937,             0.42574,             0.64519,             0.56801,             0.32279,            0.021478,           0.0048608,            0.033307,           0.0068614,           0.0068614,           0.0068614
                 239,             0.03134,            0.015822,            0.039805,             0.46175,             0.62736,             0.58975,             0.33714,            0.021374,           0.0048741,            0.032878,           0.0068391,           0.0068391,           0.0068391
                 240,            0.031359,             0.01536,            0.039582,             0.59648,             0.51024,             0.58985,             0.33963,            0.021101,             0.00493,            0.032647,           0.0068167,           0.0068167,           0.0068167
                 241,            0.031858,            0.015111,             0.03872,              0.4638,             0.57606,             0.59946,             0.34237,            0.021072,            0.004962,            0.032302,           0.0067944,           0.0067944,           0.0067944
                 242,            0.031457,              0.0154,            0.039505,             0.53274,             0.54064,              0.6082,             0.35578,            0.020466,           0.0049405,             0.03331,            0.006772,            0.006772,            0.006772
                 243,            0.031578,            0.015008,            0.040817,             0.53087,             0.52137,             0.58601,             0.34015,            0.020773,           0.0048793,            0.033298,           0.0067495,           0.0067495,           0.0067495
                 244,            0.031517,            0.015726,            0.038586,             0.57014,             0.52076,              0.6016,              0.3457,             0.02118,           0.0048823,            0.032106,           0.0067271,           0.0067271,           0.0067271
                 245,            0.032744,            0.015368,            0.039481,             0.52097,             0.53024,             0.60273,             0.34922,            0.021378,           0.0048526,            0.031654,           0.0067046,           0.0067046,           0.0067046
                 246,            0.031495,            0.015003,            0.038728,             0.52532,             0.53586,             0.61079,             0.34814,            0.021957,           0.0048201,            0.031354,           0.0066821,           0.0066821,           0.0066821
                 247,            0.031308,            0.015401,             0.04022,             0.48583,              0.5817,             0.60308,             0.33816,            0.022258,           0.0048308,            0.031691,           0.0066596,           0.0066596,           0.0066596
                 248,            0.030953,            0.015049,            0.037336,             0.48469,             0.58455,             0.60086,             0.34123,            0.022243,           0.0048155,            0.031435,            0.006637,            0.006637,            0.006637
                 249,            0.030887,            0.015273,            0.037577,             0.49342,             0.63373,             0.61732,             0.34348,            0.022257,           0.0048155,            0.031373,           0.0066145,           0.0066145,           0.0066145
                 250,             0.03044,            0.014997,             0.03867,             0.43184,             0.65326,             0.61025,             0.34476,            0.022419,           0.0048031,            0.030189,           0.0065919,           0.0065919,           0.0065919
                 251,            0.030534,            0.015797,            0.037879,              0.4369,             0.69106,             0.61677,             0.35627,            0.021857,           0.0047977,            0.030333,           0.0065693,           0.0065693,           0.0065693
                 252,            0.030619,            0.015163,            0.037266,             0.53923,             0.58256,             0.62278,             0.35349,            0.022191,           0.0047773,            0.030821,           0.0065466,           0.0065466,           0.0065466
                 253,            0.031339,            0.015343,            0.037961,             0.51203,             0.58133,             0.59324,             0.33702,            0.022144,           0.0047602,            0.031509,            0.006524,            0.006524,            0.006524
                 254,            0.031203,            0.014957,            0.035325,             0.52758,             0.55263,             0.58157,             0.33149,            0.022028,           0.0047449,            0.032115,           0.0065013,           0.0065013,           0.0065013
                 255,             0.03252,            0.015005,            0.037777,             0.53759,               0.555,             0.59168,             0.33836,            0.022049,           0.0047268,            0.031495,           0.0064787,           0.0064787,           0.0064787
                 256,            0.032594,            0.015499,            0.041256,             0.43501,             0.66691,             0.59425,             0.34014,            0.021903,           0.0047197,            0.031553,            0.006456,            0.006456,            0.006456
                 257,            0.031652,            0.015184,            0.037659,             0.47433,             0.60773,              0.5907,             0.33946,              0.0224,           0.0047531,            0.032159,           0.0064333,           0.0064333,           0.0064333
                 258,            0.030229,            0.015621,             0.03856,              0.4546,             0.63092,             0.59432,             0.33613,             0.02249,           0.0047236,            0.032586,           0.0064105,           0.0064105,           0.0064105
                 259,            0.031319,            0.015201,            0.035055,             0.46534,             0.59857,             0.59174,             0.33358,            0.022351,           0.0047556,            0.032327,           0.0063878,           0.0063878,           0.0063878
                 260,            0.029514,            0.015583,            0.033216,             0.44473,             0.63306,             0.59005,              0.3329,            0.022512,           0.0047919,            0.032118,           0.0063651,           0.0063651,           0.0063651
                 261,            0.031347,            0.014957,            0.037573,             0.46121,             0.64601,             0.59515,             0.33102,            0.022855,           0.0047989,            0.031709,           0.0063423,           0.0063423,           0.0063423
                 262,            0.030721,            0.015108,            0.034322,             0.49081,              0.5826,             0.59051,             0.33059,            0.022973,           0.0047844,            0.031391,           0.0063195,           0.0063195,           0.0063195
                 263,            0.031324,            0.015192,            0.036462,             0.44804,              0.6361,              0.6019,             0.33395,            0.023145,           0.0047783,            0.030521,           0.0062968,           0.0062968,           0.0062968
                 264,            0.030158,            0.015111,            0.035474,             0.49656,             0.58419,             0.60679,             0.33822,            0.023192,           0.0047603,            0.030082,            0.006274,            0.006274,            0.006274
                 265,            0.030918,            0.015068,            0.033837,             0.45751,             0.59687,             0.59099,             0.33473,            0.023068,           0.0047627,            0.029412,           0.0062512,           0.0062512,           0.0062512
                 266,            0.033084,            0.014777,             0.03752,             0.48484,             0.56857,             0.59795,             0.33831,            0.022886,           0.0047602,            0.029706,           0.0062284,           0.0062284,           0.0062284
                 267,            0.031212,            0.015119,            0.036583,             0.51691,             0.58075,             0.59667,             0.33917,            0.022582,           0.0047659,            0.030121,           0.0062055,           0.0062055,           0.0062055
                 268,             0.03071,            0.015587,            0.036993,             0.52704,             0.54043,             0.60713,             0.34451,             0.02239,           0.0047441,            0.029652,           0.0061827,           0.0061827,           0.0061827
                 269,            0.030714,            0.015621,            0.034507,             0.59326,             0.51431,             0.61322,             0.35176,            0.022267,           0.0047492,            0.030098,           0.0061599,           0.0061599,           0.0061599
                 270,            0.031207,            0.014916,            0.034254,             0.61942,             0.51824,             0.61588,             0.35217,            0.022099,           0.0047604,            0.030321,           0.0061371,           0.0061371,           0.0061371
                 271,            0.031298,            0.014907,            0.033504,             0.59001,             0.53321,             0.61666,             0.35323,            0.022239,           0.0047483,            0.029319,           0.0061142,           0.0061142,           0.0061142
                 272,            0.030058,            0.015037,            0.034088,             0.54888,               0.545,             0.61563,             0.35201,            0.022518,            0.004775,            0.029721,           0.0060914,           0.0060914,           0.0060914
                 273,             0.03043,            0.014868,            0.034145,             0.42225,               0.681,             0.61831,             0.34903,            0.022772,           0.0047997,            0.029626,           0.0060685,           0.0060685,           0.0060685
                 274,             0.03163,            0.015476,            0.037781,             0.43874,             0.66723,             0.62922,             0.35224,            0.022662,           0.0047933,            0.030315,           0.0060457,           0.0060457,           0.0060457
                 275,            0.029085,            0.015087,            0.038056,             0.59363,             0.52123,             0.58627,             0.32539,            0.022464,           0.0048073,            0.030922,           0.0060228,           0.0060228,           0.0060228
                 276,            0.031442,            0.015308,            0.036899,             0.61568,             0.49867,             0.59228,             0.32877,            0.022321,           0.0048611,            0.031447,               0.006,               0.006,               0.006
                 277,             0.02949,            0.015479,            0.036138,             0.62421,              0.5007,             0.60529,             0.33805,            0.022187,            0.004874,            0.032532,           0.0059772,           0.0059772,           0.0059772
                 278,            0.031441,            0.015239,            0.036224,             0.59946,             0.50659,             0.62001,             0.35085,            0.021872,           0.0048894,            0.032087,           0.0059543,           0.0059543,           0.0059543
                 279,            0.030538,            0.015206,            0.034698,             0.61959,             0.50946,             0.61722,             0.34518,            0.022004,           0.0048947,            0.031084,           0.0059315,           0.0059315,           0.0059315
                 280,            0.030153,            0.014936,            0.033638,             0.63343,              0.5148,              0.6183,             0.34916,            0.021949,           0.0048675,            0.030342,           0.0059086,           0.0059086,           0.0059086
                 281,            0.030404,            0.014683,            0.035043,             0.64453,             0.52615,             0.62286,             0.34986,            0.021859,           0.0048648,            0.029952,           0.0058858,           0.0058858,           0.0058858
                 282,            0.031071,            0.015642,            0.035136,             0.60417,             0.53258,             0.62798,             0.35298,            0.021769,            0.004879,              0.0291,           0.0058629,           0.0058629,           0.0058629
                 283,             0.02984,            0.015077,            0.031563,             0.48123,               0.614,             0.62488,             0.35489,            0.021769,           0.0048385,            0.028506,           0.0058401,           0.0058401,           0.0058401
                 284,            0.029741,            0.014845,            0.030495,             0.47844,             0.63381,             0.61163,             0.34511,             0.02209,           0.0048301,             0.02804,           0.0058173,           0.0058173,           0.0058173
                 285,             0.02991,            0.015329,             0.03228,             0.59234,             0.53579,              0.6069,             0.34244,            0.021977,            0.004832,            0.028203,           0.0057945,           0.0057945,           0.0057945
                 286,            0.030709,            0.015314,            0.031977,             0.53082,             0.57101,             0.62337,             0.35215,            0.021923,           0.0048375,            0.028929,           0.0057716,           0.0057716,           0.0057716
                 287,            0.030289,            0.014797,            0.033125,             0.54331,              0.5615,             0.62179,             0.34757,            0.021866,           0.0048168,            0.029128,           0.0057488,           0.0057488,           0.0057488
                 288,            0.030742,            0.014928,            0.036262,             0.48623,             0.66237,             0.63494,             0.35293,            0.021921,           0.0048066,            0.028942,            0.005726,            0.005726,            0.005726
                 289,            0.030085,            0.014764,             0.03278,              0.5489,             0.56554,              0.6283,              0.3462,            0.021977,           0.0047926,            0.029229,           0.0057032,           0.0057032,           0.0057032
                 290,            0.029751,            0.015121,            0.032093,             0.46431,             0.66053,             0.63393,             0.35206,            0.022037,           0.0047576,            0.029059,           0.0056805,           0.0056805,           0.0056805
                 291,            0.029693,            0.014591,            0.034032,             0.47499,             0.65067,             0.62984,             0.35378,            0.022122,           0.0047565,            0.028594,           0.0056577,           0.0056577,           0.0056577
                 292,             0.03079,            0.015008,             0.03499,             0.45598,             0.65641,             0.61702,             0.34434,            0.022046,           0.0047599,            0.028674,           0.0056349,           0.0056349,           0.0056349
                 293,            0.031402,            0.014671,            0.033739,              0.4542,              0.6635,              0.6217,             0.34573,            0.021941,           0.0047585,            0.028567,           0.0056122,           0.0056122,           0.0056122
                 294,             0.02995,            0.015045,            0.030302,             0.48124,             0.64357,             0.63121,             0.35363,            0.021851,           0.0047736,            0.029063,           0.0055895,           0.0055895,           0.0055895
                 295,            0.030805,            0.014782,            0.030509,             0.57344,             0.54454,             0.63693,             0.35262,            0.021758,           0.0048047,            0.029314,           0.0055667,           0.0055667,           0.0055667
                 296,            0.029905,            0.014948,            0.032549,             0.58757,             0.56084,             0.64345,             0.35836,             0.02172,           0.0048065,            0.029609,            0.005544,            0.005544,            0.005544
                 297,            0.029886,            0.015044,             0.03239,             0.59783,              0.5624,             0.64017,             0.35307,            0.021736,           0.0048045,            0.029794,           0.0055213,           0.0055213,           0.0055213
                 298,            0.030921,            0.014891,            0.031917,             0.59314,             0.56389,             0.64322,             0.35545,            0.021934,           0.0048243,            0.029994,           0.0054987,           0.0054987,           0.0054987
                 299,            0.031645,            0.014903,            0.032938,             0.59366,             0.57692,             0.64332,             0.35561,            0.021992,           0.0048225,            0.030165,            0.005476,            0.005476,            0.005476
                 300,            0.030087,            0.015474,              0.0333,             0.59472,             0.57406,             0.63608,             0.35158,            0.021864,           0.0048352,            0.030277,           0.0054534,           0.0054534,           0.0054534
                 301,            0.029963,            0.014334,            0.031818,             0.60412,             0.57335,             0.63661,                0.35,            0.021872,            0.004807,            0.029445,           0.0054307,           0.0054307,           0.0054307
                 302,            0.030214,             0.01491,            0.030887,             0.55497,             0.62279,             0.63507,             0.35378,             0.02188,           0.0047889,            0.029436,           0.0054081,           0.0054081,           0.0054081
                 303,            0.031194,            0.014804,            0.036201,             0.54027,             0.64107,             0.63279,             0.35424,            0.021841,           0.0047798,             0.02962,           0.0053855,           0.0053855,           0.0053855
                 304,            0.030688,            0.015084,            0.033165,             0.59553,             0.57343,             0.62433,             0.35055,            0.021735,           0.0047768,            0.030006,            0.005363,            0.005363,            0.005363
                 305,            0.030566,            0.014727,            0.032599,             0.52621,             0.61065,             0.63027,             0.35178,            0.021757,           0.0047748,            0.029943,           0.0053404,           0.0053404,           0.0053404
                 306,            0.032122,            0.015102,            0.032024,             0.60764,             0.56697,             0.63074,             0.34705,            0.021884,           0.0047703,            0.029593,           0.0053179,           0.0053179,           0.0053179
                 307,            0.030798,            0.014683,            0.032967,             0.49048,             0.69928,              0.6421,             0.35848,            0.021795,           0.0047654,            0.029854,           0.0052954,           0.0052954,           0.0052954
                 308,            0.030129,            0.014721,            0.030214,             0.46985,             0.69926,             0.64021,             0.35554,            0.021863,           0.0047678,            0.029649,           0.0052729,           0.0052729,           0.0052729
                 309,            0.028588,            0.014845,            0.030471,             0.47015,             0.69686,             0.62854,             0.34228,            0.022026,           0.0047692,            0.029725,           0.0052505,           0.0052505,           0.0052505
                 310,            0.029165,            0.014808,            0.030894,             0.46357,             0.70868,             0.62479,             0.33986,            0.022008,           0.0047765,            0.029867,            0.005228,            0.005228,            0.005228
                 311,            0.029807,             0.01482,            0.030502,             0.44987,             0.69253,             0.62155,              0.3377,             0.02202,           0.0047736,            0.030284,           0.0052056,           0.0052056,           0.0052056
                 312,            0.029311,            0.014499,            0.029825,             0.58021,             0.58584,             0.62762,             0.33887,            0.022068,           0.0047682,            0.030465,           0.0051833,           0.0051833,           0.0051833
                 313,            0.029196,             0.01435,             0.02914,             0.58848,             0.57892,             0.62838,              0.3424,            0.022057,            0.004766,            0.030572,           0.0051609,           0.0051609,           0.0051609
                 314,            0.029208,            0.014835,             0.03015,               0.586,              0.5785,             0.62683,             0.34556,            0.022048,           0.0047772,            0.030699,           0.0051386,           0.0051386,           0.0051386
                 315,            0.030071,            0.014719,            0.030345,             0.47775,             0.65039,             0.62414,             0.34473,            0.022053,           0.0047876,            0.030897,           0.0051163,           0.0051163,           0.0051163
                 316,            0.029326,            0.014376,            0.029893,             0.49794,             0.63605,             0.62394,             0.34468,            0.022097,           0.0047928,            0.031178,            0.005094,            0.005094,            0.005094
                 317,            0.030538,            0.014529,             0.02912,             0.53848,             0.58076,             0.62026,             0.34231,            0.022108,            0.004811,            0.031165,           0.0050718,           0.0050718,           0.0050718
                 318,            0.029694,            0.014573,            0.029789,             0.59398,             0.57018,             0.62923,             0.34797,              0.0222,           0.0048242,            0.031084,           0.0050496,           0.0050496,           0.0050496
                 319,            0.029087,            0.014729,            0.032191,             0.56725,             0.58503,             0.62627,             0.34798,            0.022293,           0.0048201,            0.031545,           0.0050274,           0.0050274,           0.0050274
                 320,              0.0296,            0.015205,            0.030873,             0.60939,             0.56303,             0.62785,             0.35049,            0.022337,           0.0048196,            0.031525,           0.0050052,           0.0050052,           0.0050052
