               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 321,            0.028898,            0.014464,            0.030673,             0.61309,               0.552,             0.62301,             0.34794,            0.022403,           0.0048133,            0.031608,           0.0049831,           0.0049831,           0.0049831
                 322,             0.03005,             0.01484,            0.030143,              0.6185,             0.55875,             0.62976,             0.35156,             0.02237,           0.0048044,            0.031302,            0.004961,            0.004961,            0.004961
                 323,            0.029446,            0.014643,            0.029892,             0.62892,             0.54499,             0.64778,             0.36366,            0.022319,           0.0047967,            0.030848,            0.004939,            0.004939,            0.004939
                 324,            0.028663,            0.014336,            0.028013,             0.64573,             0.54968,             0.64597,             0.36043,            0.022353,           0.0047994,            0.030702,            0.004917,            0.004917,            0.004917
                 325,            0.029387,             0.01468,            0.028632,             0.63739,             0.55536,             0.65407,             0.36462,            0.022156,           0.0047861,            0.030284,            0.004895,            0.004895,            0.004895
                 326,            0.030206,            0.014699,            0.032897,             0.60915,             0.57849,             0.65635,              0.3675,            0.022036,           0.0047856,            0.030427,           0.0048731,           0.0048731,           0.0048731
                 327,            0.029417,            0.014633,            0.031077,             0.62504,             0.54984,             0.64693,             0.36416,             0.02211,            0.004789,            0.030321,           0.0048512,           0.0048512,           0.0048512
                 328,            0.028268,            0.014742,            0.029581,             0.62118,             0.55241,             0.65009,             0.36416,            0.022104,           0.0047871,            0.030146,           0.0048293,           0.0048293,           0.0048293
                 329,            0.028822,            0.014289,            0.028979,             0.64251,             0.54141,             0.64205,             0.35922,            0.022133,           0.0047883,            0.030185,           0.0048075,           0.0048075,           0.0048075
                 330,            0.029481,            0.014854,            0.032136,             0.66246,              0.5434,             0.64895,             0.35989,            0.022275,            0.004789,            0.029909,           0.0047857,           0.0047857,           0.0047857
                 331,            0.029491,            0.014481,            0.031072,             0.66852,             0.53881,             0.64729,             0.35668,            0.022285,            0.004789,            0.029842,           0.0047639,           0.0047639,           0.0047639
                 332,            0.029141,            0.014754,            0.028177,             0.66964,             0.53586,              0.6545,              0.3634,            0.022209,           0.0047974,             0.02984,           0.0047422,           0.0047422,           0.0047422
                 333,            0.029998,            0.014903,            0.028595,             0.68769,             0.52597,             0.66045,             0.36891,            0.022214,           0.0048015,            0.029718,           0.0047206,           0.0047206,           0.0047206
                 334,            0.029429,            0.014379,            0.029023,             0.68724,             0.52286,             0.66048,             0.36762,            0.022249,           0.0048078,             0.03008,           0.0046989,           0.0046989,           0.0046989
                 335,            0.028916,            0.014387,            0.029209,             0.70212,             0.53402,             0.65221,               0.359,            0.022202,            0.004807,            0.030117,           0.0046773,           0.0046773,           0.0046773
                 336,            0.029856,            0.015154,             0.02827,             0.72358,             0.52806,             0.66177,             0.36288,            0.022248,           0.0048087,            0.029991,           0.0046558,           0.0046558,           0.0046558
                 337,            0.029196,            0.014552,             0.03125,             0.72072,             0.53336,             0.66206,             0.36507,            0.022229,           0.0048149,            0.030088,           0.0046343,           0.0046343,           0.0046343
                 338,            0.028639,            0.014712,            0.027272,             0.71354,             0.53888,             0.66469,             0.36484,            0.022184,           0.0048191,             0.02986,           0.0046129,           0.0046129,           0.0046129
                 339,            0.029485,            0.014326,            0.028335,             0.68487,             0.55203,             0.66513,             0.36634,            0.022176,           0.0048214,            0.029998,           0.0045914,           0.0045914,           0.0045914
                 340,            0.028895,            0.014272,            0.029253,             0.71372,             0.54184,             0.66541,             0.36824,            0.022153,           0.0048241,            0.029727,           0.0045701,           0.0045701,           0.0045701
                 341,            0.028597,            0.014253,            0.030084,             0.69428,             0.54811,             0.66603,             0.37037,            0.022115,           0.0048279,            0.029994,           0.0045488,           0.0045488,           0.0045488
                 342,            0.028001,            0.014073,            0.029257,             0.69448,             0.55403,             0.67057,             0.37406,            0.022138,           0.0048376,            0.030086,           0.0045275,           0.0045275,           0.0045275
                 343,            0.029518,            0.014616,            0.028514,             0.69648,             0.55662,             0.66999,             0.36964,            0.022193,           0.0048443,            0.030235,           0.0045063,           0.0045063,           0.0045063
                 344,            0.029379,            0.014386,            0.029973,             0.70221,             0.55425,             0.67187,             0.36954,            0.022235,            0.004843,            0.030422,           0.0044851,           0.0044851,           0.0044851
                 345,            0.029403,            0.014624,            0.026342,             0.70683,             0.55564,             0.65808,             0.36208,            0.022266,           0.0048437,            0.030592,            0.004464,            0.004464,            0.004464
                 346,              0.0294,            0.014236,            0.026169,             0.70648,             0.55611,             0.68063,             0.37973,            0.022207,           0.0048384,            0.030452,           0.0044429,           0.0044429,           0.0044429
                 347,             0.02882,            0.014745,            0.030981,             0.60714,              0.5942,              0.6833,             0.37958,            0.022178,           0.0048426,            0.030423,           0.0044219,           0.0044219,           0.0044219
                 348,            0.028342,            0.014596,            0.031487,             0.61164,             0.58532,             0.67271,             0.37351,            0.022175,           0.0048461,            0.030633,           0.0044009,           0.0044009,           0.0044009
                 349,            0.030015,            0.014092,            0.030004,              0.5693,             0.60999,             0.66751,             0.37051,            0.022206,           0.0048458,            0.030701,             0.00438,             0.00438,             0.00438
                 350,            0.028935,            0.014444,            0.030459,             0.58104,             0.59594,             0.66415,             0.36863,            0.022166,           0.0048475,            0.030529,           0.0043592,           0.0043592,           0.0043592
                 351,            0.028481,            0.014181,            0.026336,             0.56336,             0.60888,             0.66357,             0.36824,            0.022183,           0.0048505,              0.0305,           0.0043383,           0.0043383,           0.0043383
                 352,            0.028785,            0.014098,            0.027841,             0.48168,              0.7097,             0.66319,             0.36829,            0.022201,           0.0048508,            0.030414,           0.0043176,           0.0043176,           0.0043176
                 353,            0.028512,            0.014253,            0.027153,             0.49318,             0.69064,             0.66123,             0.36826,            0.022174,            0.004854,             0.03054,           0.0042969,           0.0042969,           0.0042969
                 354,            0.029094,            0.014278,            0.031051,             0.50167,             0.68327,             0.66345,             0.36856,            0.022152,           0.0048637,            0.030697,           0.0042762,           0.0042762,           0.0042762
                 355,            0.027394,            0.014186,            0.027966,             0.50826,             0.69095,             0.66822,             0.36895,            0.022223,           0.0048689,            0.030842,           0.0042556,           0.0042556,           0.0042556
                 356,            0.029749,            0.014691,            0.028743,             0.49771,              0.6964,             0.66835,             0.36696,            0.022252,           0.0048692,            0.030843,           0.0042351,           0.0042351,           0.0042351
                 357,            0.028486,            0.014402,            0.025024,             0.49777,             0.69918,             0.67036,             0.36893,            0.022311,           0.0048664,            0.030993,           0.0042146,           0.0042146,           0.0042146
                 358,            0.028737,             0.01414,            0.025866,             0.50505,              0.6945,             0.67649,             0.37346,             0.02231,           0.0048639,            0.031113,           0.0041942,           0.0041942,           0.0041942
                 359,            0.029339,            0.014324,             0.02838,             0.50609,             0.68787,             0.66364,             0.36448,            0.022324,           0.0048592,            0.031053,           0.0041739,           0.0041739,           0.0041739
                 360,            0.029237,            0.014211,            0.027471,             0.49986,             0.69395,             0.66387,             0.36527,            0.022399,           0.0048628,            0.030831,           0.0041536,           0.0041536,           0.0041536
                 361,            0.028401,            0.014133,            0.025713,             0.49956,             0.69417,             0.66285,             0.36388,            0.022452,           0.0048651,            0.030619,           0.0041333,           0.0041333,           0.0041333
                 362,            0.027893,            0.014524,            0.026864,             0.50182,             0.69094,             0.66217,             0.36261,            0.022464,           0.0048707,            0.030577,           0.0041132,           0.0041132,           0.0041132
                 363,             0.02917,             0.01416,            0.027711,             0.50414,             0.67875,             0.67077,               0.368,            0.022471,           0.0048725,            0.030463,            0.004093,            0.004093,            0.004093
                 364,            0.029734,            0.014233,            0.025478,             0.50607,             0.68372,             0.67195,             0.36812,            0.022475,           0.0048695,             0.03037,            0.004073,            0.004073,            0.004073
                 365,            0.029444,            0.014398,            0.028554,             0.51214,             0.67879,             0.67285,             0.37069,            0.022426,           0.0048674,            0.030345,            0.004053,            0.004053,            0.004053
                 366,            0.028518,            0.014192,            0.027748,             0.51328,             0.67962,             0.67188,             0.37081,            0.022369,           0.0048686,            0.030267,           0.0040331,           0.0040331,           0.0040331
                 367,            0.028577,            0.014113,            0.026293,             0.51012,             0.68187,             0.67252,              0.3689,            0.022351,           0.0048652,            0.030412,           0.0040132,           0.0040132,           0.0040132
                 368,            0.028723,            0.014748,            0.027652,             0.50938,             0.68112,             0.67225,             0.37004,            0.022315,           0.0048628,            0.030397,           0.0039934,           0.0039934,           0.0039934
                 369,             0.02762,            0.014463,            0.027662,             0.51575,             0.67166,             0.67422,             0.36934,            0.022295,           0.0048654,            0.030454,           0.0039737,           0.0039737,           0.0039737
                 370,            0.028224,            0.014361,            0.026593,             0.51882,             0.66649,             0.67331,             0.36715,            0.022289,           0.0048703,            0.030648,            0.003954,            0.003954,            0.003954
                 371,            0.028221,            0.014033,            0.029407,             0.52998,             0.65861,             0.67218,             0.36687,            0.022306,            0.004876,            0.030801,           0.0039344,           0.0039344,           0.0039344
                 372,            0.027807,            0.014272,            0.025567,             0.53901,             0.65452,             0.67316,             0.36824,            0.022291,           0.0048813,             0.03103,           0.0039149,           0.0039149,           0.0039149
                 373,            0.028065,            0.013982,            0.025834,             0.54754,             0.66116,             0.67415,             0.36886,            0.022297,           0.0048794,            0.031121,           0.0038954,           0.0038954,           0.0038954
                 374,            0.028471,            0.013972,            0.025653,             0.55097,             0.65227,             0.67307,             0.36903,            0.022289,           0.0048755,            0.031194,            0.003876,            0.003876,            0.003876
                 375,            0.027227,            0.014136,            0.026192,             0.54794,              0.6527,             0.67337,             0.37012,            0.022273,           0.0048782,            0.031338,           0.0038567,           0.0038567,           0.0038567
                 376,            0.027756,            0.014396,            0.024631,             0.54398,              0.6599,             0.67328,             0.36932,             0.02228,           0.0048828,            0.031291,           0.0038374,           0.0038374,           0.0038374
                 377,            0.028165,            0.014153,            0.026916,             0.53464,             0.66332,             0.67277,             0.36909,            0.022234,           0.0048864,            0.031343,           0.0038183,           0.0038183,           0.0038183
                 378,            0.029388,            0.013874,            0.026859,              0.5166,             0.66805,             0.67451,             0.37224,            0.022162,           0.0048899,            0.031417,           0.0037991,           0.0037991,           0.0037991
                 379,            0.029166,            0.014089,            0.023061,             0.59949,             0.61034,             0.67323,             0.37258,            0.022099,           0.0048909,            0.031483,           0.0037801,           0.0037801,           0.0037801
                 380,            0.027285,            0.013993,            0.025088,             0.60094,              0.6189,             0.67251,             0.37038,            0.022057,           0.0048936,             0.03135,           0.0037611,           0.0037611,           0.0037611
                 381,            0.028198,            0.014017,            0.026673,             0.60845,             0.61619,             0.67296,             0.37028,            0.022043,            0.004894,            0.031369,           0.0037422,           0.0037422,           0.0037422
                 382,            0.027477,            0.014092,            0.023758,             0.61524,             0.61481,             0.67347,             0.37025,            0.022008,           0.0048965,            0.031292,           0.0037234,           0.0037234,           0.0037234
                 383,            0.026963,            0.014049,            0.025253,             0.61671,               0.616,             0.67897,             0.37237,            0.021993,           0.0048988,             0.03124,           0.0037047,           0.0037047,           0.0037047
                 384,            0.027172,            0.014294,            0.027285,             0.61141,             0.61839,             0.67531,             0.37128,            0.021973,           0.0048994,            0.031173,            0.003686,            0.003686,            0.003686
                 385,             0.02616,            0.014298,            0.025571,             0.52384,             0.67057,             0.67644,             0.37311,            0.021946,           0.0049014,            0.031137,           0.0036674,           0.0036674,           0.0036674
                 386,            0.027329,             0.01423,             0.02523,             0.53261,             0.66861,             0.67601,             0.37454,            0.021917,           0.0049026,            0.030898,           0.0036489,           0.0036489,           0.0036489
                 387,            0.028438,            0.014232,            0.024566,             0.57194,             0.67017,             0.67784,             0.37522,             0.02189,           0.0049008,            0.030759,           0.0036304,           0.0036304,           0.0036304
                 388,            0.028132,            0.013832,            0.025875,             0.58429,             0.66734,             0.67688,             0.37588,            0.021856,           0.0048972,            0.030499,            0.003612,            0.003612,            0.003612
                 389,             0.02714,            0.014274,            0.023213,             0.58411,             0.67018,             0.67732,             0.37552,            0.021855,           0.0048978,            0.030368,           0.0035938,           0.0035938,           0.0035938
                 390,            0.028571,            0.013994,             0.02933,             0.58535,             0.66412,             0.67709,             0.37661,            0.021831,           0.0049014,            0.030412,           0.0035755,           0.0035755,           0.0035755
                 391,            0.028863,            0.014088,            0.027182,             0.58701,             0.66678,             0.67379,             0.37697,            0.021815,           0.0049009,            0.030384,           0.0035574,           0.0035574,           0.0035574
                 392,            0.028989,            0.014112,            0.026899,             0.58401,             0.66924,              0.6748,             0.37677,            0.021846,           0.0049002,            0.030441,           0.0035394,           0.0035394,           0.0035394
                 393,            0.026995,            0.013769,            0.024898,             0.55182,             0.67214,             0.67603,             0.37673,            0.021829,            0.004902,             0.03053,           0.0035214,           0.0035214,           0.0035214
                 394,            0.028954,               0.014,            0.024452,             0.55073,             0.66741,             0.67391,             0.37579,            0.021821,            0.004902,            0.030607,           0.0035035,           0.0035035,           0.0035035
                 395,            0.027624,             0.01399,            0.026823,             0.55628,             0.66984,             0.67492,             0.37734,            0.021811,           0.0049017,            0.030561,           0.0034857,           0.0034857,           0.0034857
                 396,            0.028844,            0.014434,            0.025224,             0.55384,             0.66855,             0.67555,             0.37792,             0.02181,           0.0049015,            0.030571,            0.003468,            0.003468,            0.003468
                 397,            0.027236,            0.014083,            0.023685,             0.55598,             0.66769,              0.6748,             0.37836,            0.021825,           0.0049031,            0.030537,           0.0034503,           0.0034503,           0.0034503
                 398,            0.027639,            0.013773,            0.025396,             0.55957,             0.66586,             0.67662,             0.37889,            0.021812,           0.0049039,            0.030427,           0.0034327,           0.0034327,           0.0034327
                 399,             0.02671,            0.013821,            0.024205,             0.55647,             0.66553,             0.67695,             0.37927,            0.021797,           0.0049044,            0.030392,           0.0034153,           0.0034153,           0.0034153
                 400,            0.026829,            0.014002,             0.02593,             0.55005,             0.67024,             0.67693,             0.37866,            0.021824,           0.0049042,            0.030404,           0.0033979,           0.0033979,           0.0033979
                 401,            0.027009,            0.013936,            0.024855,             0.54794,             0.67424,              0.6767,             0.37792,             0.02182,           0.0049037,            0.030358,           0.0033806,           0.0033806,           0.0033806
                 402,             0.02792,            0.014018,            0.024584,             0.54256,             0.67793,             0.67743,             0.37903,            0.021834,           0.0049043,            0.030384,           0.0033633,           0.0033633,           0.0033633
                 403,            0.028127,            0.014059,            0.022468,             0.53479,             0.67653,             0.67785,             0.37972,            0.021829,            0.004905,             0.03044,           0.0033462,           0.0033462,           0.0033462
                 404,            0.026167,            0.014275,            0.022688,             0.53157,             0.67728,             0.67765,              0.3794,            0.021839,           0.0049051,            0.030451,           0.0033291,           0.0033291,           0.0033291
                 405,             0.02788,            0.013453,            0.026429,             0.52849,             0.68127,             0.67425,             0.37819,            0.021841,           0.0049055,            0.030482,           0.0033122,           0.0033122,           0.0033122
                 406,            0.026557,            0.013892,             0.02157,             0.52222,             0.68268,              0.6742,             0.37647,            0.021858,           0.0049044,            0.030482,           0.0032953,           0.0032953,           0.0032953
                 407,            0.027182,            0.014075,            0.024412,             0.51998,              0.6836,             0.68595,             0.38581,            0.021857,           0.0049046,             0.03047,           0.0032785,           0.0032785,           0.0032785
                 408,            0.026649,            0.013683,            0.022775,             0.52087,             0.68309,             0.68618,             0.38419,            0.021854,           0.0049032,            0.030314,           0.0032618,           0.0032618,           0.0032618
                 409,            0.027094,            0.013524,            0.027348,             0.52521,              0.6825,             0.68847,             0.38879,            0.021845,           0.0049038,            0.030305,           0.0032452,           0.0032452,           0.0032452
                 410,            0.028347,            0.013852,            0.022779,             0.52219,             0.68607,             0.68853,             0.38977,            0.021842,           0.0049036,            0.030205,           0.0032287,           0.0032287,           0.0032287
                 411,             0.02787,            0.013728,            0.025224,              0.5232,             0.68601,             0.69142,             0.38758,            0.021822,           0.0049052,            0.030201,           0.0032122,           0.0032122,           0.0032122
                 412,            0.026886,            0.013739,            0.024184,             0.52693,             0.68975,             0.69341,             0.38843,            0.021822,           0.0049053,            0.030239,           0.0031959,           0.0031959,           0.0031959
                 413,            0.027631,            0.013893,            0.023053,             0.52427,             0.69044,             0.69311,             0.38834,             0.02182,           0.0049025,            0.030144,           0.0031797,           0.0031797,           0.0031797
                 414,            0.027716,            0.013852,            0.024716,             0.51782,             0.69544,             0.69264,             0.38837,            0.021817,            0.004899,            0.030054,           0.0031635,           0.0031635,           0.0031635
                 415,            0.026708,            0.013596,            0.023201,             0.51574,             0.70391,             0.69232,             0.38818,            0.021813,           0.0048995,            0.029986,           0.0031474,           0.0031474,           0.0031474
                 416,            0.026585,            0.013664,            0.023548,             0.51479,              0.7058,             0.69164,             0.38803,            0.021814,           0.0048993,            0.029896,           0.0031315,           0.0031315,           0.0031315
                 417,            0.026757,            0.013519,            0.021863,             0.51809,             0.70552,             0.69774,             0.38969,            0.021816,           0.0048992,            0.029859,           0.0031156,           0.0031156,           0.0031156
                 418,             0.02569,            0.013717,            0.025254,             0.51452,             0.69432,             0.69707,             0.38909,            0.021804,           0.0049005,            0.029837,           0.0030998,           0.0030998,           0.0030998
                 419,             0.02739,            0.013557,            0.024106,             0.51473,             0.69367,             0.69236,             0.38652,            0.021799,           0.0049006,            0.029788,           0.0030841,           0.0030841,           0.0030841
                 420,            0.026839,            0.013856,            0.025021,             0.51102,             0.69669,              0.6964,             0.38874,             0.02181,           0.0049007,            0.029748,           0.0030685,           0.0030685,           0.0030685
                 421,            0.026926,             0.01406,            0.023936,             0.50883,             0.70047,             0.69593,             0.38881,            0.021801,           0.0049003,             0.02973,            0.003053,            0.003053,            0.003053
                 422,            0.025115,            0.013704,            0.019782,             0.50843,             0.70485,             0.68965,             0.38605,            0.021816,           0.0049006,            0.029672,           0.0030376,           0.0030376,           0.0030376
                 423,            0.026456,            0.013571,            0.021109,             0.50756,             0.70643,             0.69023,             0.38618,             0.02183,           0.0049013,            0.029623,           0.0030223,           0.0030223,           0.0030223
                 424,            0.026509,            0.013525,             0.02154,             0.51617,             0.71182,             0.69585,             0.38977,            0.021849,           0.0049002,            0.029619,           0.0030071,           0.0030071,           0.0030071
                 425,            0.026695,            0.013664,            0.022403,             0.50891,             0.69756,             0.69451,             0.38755,            0.021843,           0.0049016,            0.029606,            0.002992,            0.002992,            0.002992
                 426,            0.027236,            0.013341,            0.022969,             0.50625,             0.70747,             0.69968,             0.39079,            0.021847,            0.004902,            0.029569,            0.002977,            0.002977,            0.002977
                 427,            0.026917,            0.013742,            0.023181,             0.50474,             0.71014,             0.70005,             0.39159,             0.02184,           0.0049013,            0.029544,           0.0029621,           0.0029621,           0.0029621
                 428,            0.027209,            0.013642,            0.022842,             0.50278,             0.71273,             0.69999,             0.38924,            0.021845,           0.0049015,            0.029479,           0.0029473,           0.0029473,           0.0029473
                 429,            0.026604,            0.013848,            0.021989,             0.50397,             0.71167,             0.70049,             0.38892,            0.021838,           0.0049029,            0.029404,           0.0029326,           0.0029326,           0.0029326
                 430,            0.026795,            0.013699,            0.022326,             0.50511,              0.7071,             0.70002,              0.3914,            0.021828,           0.0049038,            0.029326,           0.0029179,           0.0029179,           0.0029179
                 431,            0.028008,            0.013543,            0.020776,             0.50437,             0.70618,             0.70084,             0.39001,            0.021833,           0.0049036,            0.029248,           0.0029034,           0.0029034,           0.0029034
                 432,            0.026092,            0.013602,            0.024161,             0.57374,             0.64193,             0.70066,             0.39092,            0.021836,           0.0049042,            0.029201,            0.002889,            0.002889,            0.002889
                 433,             0.02846,            0.013396,            0.025505,              0.5734,             0.64183,              0.6999,             0.39078,            0.021825,           0.0049034,            0.029126,           0.0028747,           0.0028747,           0.0028747
                 434,            0.028178,             0.01391,            0.024805,             0.57425,             0.64209,             0.70009,              0.3931,            0.021826,           0.0049034,            0.029077,           0.0028605,           0.0028605,           0.0028605
                 435,            0.028595,            0.013776,            0.022116,             0.57619,             0.64072,             0.70018,             0.39368,            0.021816,           0.0049046,            0.029048,           0.0028464,           0.0028464,           0.0028464
                 436,            0.027123,            0.013683,            0.022736,             0.50689,             0.70317,             0.69975,             0.39497,            0.021817,           0.0049068,            0.028976,           0.0028324,           0.0028324,           0.0028324
                 437,            0.026741,            0.013651,            0.023319,              0.5069,             0.70581,             0.69949,             0.39147,            0.021822,           0.0049089,            0.028914,           0.0028185,           0.0028185,           0.0028185
                 438,            0.026472,            0.013147,             0.02067,             0.50773,             0.70638,             0.69749,             0.39129,            0.021826,           0.0049091,            0.028847,           0.0028047,           0.0028047,           0.0028047
                 439,            0.026779,            0.013459,            0.020975,             0.50757,             0.70674,             0.69747,              0.3935,            0.021825,           0.0049091,            0.028753,            0.002791,            0.002791,            0.002791
                 440,            0.025421,            0.013179,            0.023471,             0.50755,             0.71072,             0.69781,              0.3914,            0.021823,           0.0049074,            0.028678,           0.0027774,           0.0027774,           0.0027774
                 441,            0.027524,            0.013644,            0.022066,             0.50796,              0.7104,             0.69692,             0.39168,            0.021809,           0.0049083,            0.028656,           0.0027639,           0.0027639,           0.0027639
                 442,            0.026711,            0.013562,            0.023573,             0.51003,             0.70974,             0.69672,             0.39151,            0.021793,           0.0049086,            0.028645,           0.0027506,           0.0027506,           0.0027506
                 443,            0.026361,            0.013801,            0.021754,             0.51245,              0.7086,             0.69664,             0.39148,            0.021786,           0.0049089,            0.028608,           0.0027373,           0.0027373,           0.0027373
                 444,             0.02688,            0.013558,            0.021455,             0.51528,             0.70726,             0.69802,             0.39182,            0.021783,           0.0049089,            0.028606,           0.0027241,           0.0027241,           0.0027241
                 445,            0.026509,            0.013249,            0.021991,              0.5132,             0.70897,             0.70398,              0.3975,              0.0218,           0.0049084,            0.028579,           0.0027111,           0.0027111,           0.0027111
                 446,            0.027419,             0.01347,            0.022321,             0.50839,              0.7109,             0.70395,             0.39628,            0.021815,           0.0049085,            0.028562,           0.0026981,           0.0026981,           0.0026981
                 447,            0.026322,            0.013535,            0.020083,             0.51043,             0.70983,             0.70223,             0.39735,             0.02181,           0.0049085,            0.028568,           0.0026853,           0.0026853,           0.0026853
                 448,            0.026247,            0.013262,            0.022218,             0.51229,             0.70939,             0.70116,             0.39734,            0.021814,           0.0049081,            0.028501,           0.0026725,           0.0026725,           0.0026725
                 449,            0.026804,             0.01326,            0.021004,              0.5161,             0.70925,             0.69681,             0.39407,            0.021825,           0.0049076,             0.02847,           0.0026599,           0.0026599,           0.0026599
                 450,            0.027104,            0.013057,            0.020868,             0.51796,             0.70882,             0.69729,             0.39429,            0.021821,           0.0049089,            0.028422,           0.0026474,           0.0026474,           0.0026474
                 451,            0.026578,            0.013604,            0.021985,             0.52115,             0.70808,             0.69689,             0.39399,            0.021831,           0.0049104,            0.028435,            0.002635,            0.002635,            0.002635
                 452,            0.025501,            0.013126,            0.020239,             0.51901,             0.70369,             0.69938,             0.39727,            0.021835,           0.0049109,             0.02842,           0.0026227,           0.0026227,           0.0026227
                 453,            0.025765,            0.013182,              0.0191,             0.52579,             0.70693,             0.69963,             0.39741,             0.02184,           0.0049103,            0.028394,           0.0026105,           0.0026105,           0.0026105
                 454,            0.025533,            0.013173,            0.020144,             0.52622,             0.70767,             0.69838,             0.39708,            0.021844,           0.0049079,            0.028351,           0.0025984,           0.0025984,           0.0025984
                 455,            0.025729,            0.013214,            0.021088,             0.52773,             0.70628,             0.69861,             0.39723,            0.021851,           0.0049072,            0.028353,           0.0025865,           0.0025865,           0.0025865
                 456,            0.026072,            0.013507,            0.023437,             0.52885,             0.70739,             0.69835,             0.39744,            0.021851,           0.0049067,            0.028327,           0.0025746,           0.0025746,           0.0025746
                 457,            0.025493,            0.013316,            0.019498,             0.53097,             0.70638,             0.69657,             0.39615,             0.02185,           0.0049063,            0.028315,           0.0025629,           0.0025629,           0.0025629
                 458,            0.025618,            0.013105,            0.023052,               0.531,             0.70835,             0.69623,             0.39586,             0.02186,           0.0049059,            0.028329,           0.0025512,           0.0025512,           0.0025512
                 459,            0.026731,             0.01375,            0.020884,             0.53057,             0.70941,             0.69659,             0.39596,            0.021861,            0.004905,            0.028342,           0.0025397,           0.0025397,           0.0025397
                 460,             0.02545,            0.013173,            0.021548,             0.54319,             0.70062,             0.69815,             0.39818,            0.021858,           0.0049059,            0.028337,           0.0025283,           0.0025283,           0.0025283
                 461,            0.025304,            0.013625,            0.021604,             0.53114,             0.70721,             0.69153,             0.39378,            0.021857,           0.0049056,            0.028333,            0.002517,            0.002517,            0.002517
                 462,            0.026348,            0.013309,            0.022215,             0.53525,             0.70251,             0.69151,             0.39414,            0.021863,           0.0049041,            0.028333,           0.0025058,           0.0025058,           0.0025058
                 463,            0.026448,            0.013037,            0.018472,             0.53651,               0.703,             0.69645,             0.39851,            0.021855,           0.0049042,            0.028331,           0.0024948,           0.0024948,           0.0024948
                 464,            0.026392,            0.013325,            0.021205,             0.53862,              0.7016,             0.69555,             0.40027,            0.021859,           0.0049035,            0.028322,           0.0024838,           0.0024838,           0.0024838
                 465,            0.025612,            0.013352,            0.022041,             0.53869,             0.70318,             0.69802,              0.4014,            0.021861,           0.0049036,            0.028309,            0.002473,            0.002473,            0.002473
                 466,            0.025545,            0.013068,            0.021354,             0.54188,             0.70049,             0.69975,             0.40222,            0.021861,           0.0049037,            0.028283,           0.0024623,           0.0024623,           0.0024623
                 467,            0.025404,            0.013783,            0.020148,             0.54559,             0.69686,             0.69867,             0.40232,            0.021866,           0.0049038,            0.028279,           0.0024517,           0.0024517,           0.0024517
                 468,            0.025981,            0.013294,            0.019543,             0.56143,             0.69651,             0.70083,             0.40339,            0.021858,           0.0049048,            0.028252,           0.0024412,           0.0024412,           0.0024412
                 469,            0.025985,            0.013388,            0.019498,             0.56516,             0.69898,             0.70149,             0.40328,            0.021854,           0.0049047,            0.028248,           0.0024308,           0.0024308,           0.0024308
                 470,            0.025299,            0.012821,            0.020842,               0.563,             0.69767,             0.70086,             0.40174,            0.021849,           0.0049047,             0.02824,           0.0024205,           0.0024205,           0.0024205
                 471,             0.02503,            0.013213,            0.019021,             0.57006,             0.69943,             0.70199,             0.40459,            0.021842,           0.0049051,            0.028268,           0.0024104,           0.0024104,           0.0024104
                 472,            0.026682,            0.013094,            0.022595,              0.5689,              0.6994,             0.70167,             0.40484,             0.02183,            0.004905,            0.028259,           0.0024004,           0.0024004,           0.0024004
                 473,            0.026548,            0.013345,            0.021731,             0.56922,             0.69938,             0.70273,             0.40519,            0.021824,           0.0049059,            0.028246,           0.0023905,           0.0023905,           0.0023905
                 474,            0.025293,            0.013406,            0.019288,             0.56887,             0.70124,             0.70277,             0.40524,            0.021822,           0.0049061,            0.028241,           0.0023807,           0.0023807,           0.0023807
                 475,            0.025198,            0.013314,            0.021583,             0.56928,             0.70107,             0.70262,             0.40393,            0.021815,           0.0049063,            0.028247,            0.002371,            0.002371,            0.002371
                 476,            0.025157,            0.013158,            0.021985,             0.56779,             0.70163,              0.7031,             0.40416,            0.021814,           0.0049062,             0.02826,           0.0023615,           0.0023615,           0.0023615
                 477,            0.026454,            0.013594,            0.022128,             0.57016,             0.69983,             0.70222,             0.40431,            0.021807,            0.004907,            0.028256,            0.002352,            0.002352,            0.002352
                 478,            0.026247,            0.013217,            0.020628,             0.56839,             0.69923,             0.70343,             0.40531,            0.021803,           0.0049074,            0.028229,           0.0023427,           0.0023427,           0.0023427
                 479,            0.026335,            0.013261,            0.021768,             0.56803,             0.69849,             0.70586,             0.40594,            0.021795,            0.004908,            0.028176,           0.0023335,           0.0023335,           0.0023335
                 480,            0.025488,             0.01359,            0.020392,              0.5682,             0.69651,             0.70585,             0.40607,            0.021784,           0.0049074,            0.028136,           0.0023245,           0.0023245,           0.0023245
                 481,            0.026761,            0.012859,              0.0195,             0.56905,             0.69339,             0.70672,             0.40568,            0.021778,           0.0049072,            0.028103,           0.0023155,           0.0023155,           0.0023155
                 482,            0.025731,            0.013504,            0.019477,             0.56964,             0.69108,             0.70652,             0.40581,            0.021775,           0.0049059,            0.028071,           0.0023067,           0.0023067,           0.0023067
